,FMID,MarketName,Facebook,Twitter,Youtube,Website,has_social_media,city,State,street,County,x,y,Credit,WIC,WICcash,SFMNP,Organic,Flowers,Vegetables,Meat,Nursery,Wine,Coffee,Fruits,PetFood,WildHarvested,updateTime,Location,AddressNumber,PlaceName,StateName,StreetName,StreetNamePreDirectional,StreetNamePostDirectional,ZipCode,StreetNamePrefix,StreetNameSuffix,USPSBox,OccupancySuite
84,1011322,Adams County Farmers Market Association PA,Adams County Farm Fresh Markets,,,http://www.acfarmersmarkets.org,True,Gettysburg,Pennsylvania,,Adams,-77.230764,39.830706,1,1,0,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,6/27/2016 4:23:25 PM,,,,,,,,,,,,
85,1010354,Adams Farmers  Artisans Market,https://www.facebook.com/Adams.Farmers.Market,,,,True,Adams,Massachusetts,3 hoosac st,Berkshire,-73.118003,42.6244919,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7/8/2014 11:11:58 AM,Private business parking lot,3,,,hoosac,,,,,st,,
86,1008006,Adams Morgan Farmers Market,https://www.facebook.com/NeedmoreVeggies/timeline,,,http://www.lickingcreekbendfarm.com,True,Washington,District of Columbia,18th st,District of Columbia,-77.042643,38.922637,1,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6/27/2016 2:58:04 PM,,,,,18th,,,,,st,,
87,1008961,Adaptations Fresh Feast,https://www.facebook.com/adaptationsaloha,https://twitter.com/MaureenDatta,,http://www.adaptationsaloha.com,True,Kealakekua,Hawaii,79 mamalahoa highway,Hawaii,-155.923558,19.525757,1,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3/13/2014 5:13:16 PM,Co-located with wholesale market facility,79,,,mamalahoa,,,,,highway,,
88,1005109,Added Value Farm Stand at Governors Island,,,,,False,Brooklyn,New York,gresham rd,Kings,-74.0231,40.6875,0,0,0,0,,,,,,,,,,,2011,,,,,gresham,,,,,rd,,
89,1002464,Addison Farmers Market,,,,,False,Addison,Illinois,,DuPage,-87.9934,41.9321,0,0,0,0,,,,,,,,,,,2009,,,,,,,,,,,,
90,1005741,Adel Farmers Market,,,,,False,Adel,Iowa,,Dallas,-94.0175,41.6144,0,0,0,0,,,,,,,,,,,2009,,,,,,,,,,,,
91,1005272,Adelanto Stadium Farmers Market,,,,,False,Victorville,California,395 rancho hwy drive,San Bernardino,-117.405,34.5593,0,0,0,0,,,,,,,,,,,2009,,,,,395 rancho,,,,hwy,drive,,
92,1012288,Adrian Farmers Market,,,,,False,Adrian,Michigan,115 toledo street,Lenawee,-84.034589,41.900169,1,1,0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,7/6/2016 9:49:50 PM,,115,,,toledo,,,,,street,,
93,1011214,Aenon Baptist Church Farm Stand,,,,,False,Rochester,New York,175 genesee street,Monroe,-77.6360764,43.1466026,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6/8/2015 9:24:05 AM,,175,,,genesee,,,,,street,,
94,1008667,Afton Village Farmers Market,,,,http://www.piedmont-farmersmarket.com,True,Concord,North Carolina,5401 village dr,Cabarrus,-80.670172,35.414038,1,1,0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6/27/2013 1:53:54 PM,Other,5401,,,village,,,,,dr,,
95,1007586,AGH Wellness Committee Farmers Market,,,,,False,Berlin,Maryland,9733 healthway drive,Worcester,-75.2113,38.3388,0,0,0,0,,,,,,,,,,,7/23/2011 11:58:45 PM,,9733,,,healthway,,,,,drive,,
96,1012233,Agricenter International Farmers Market,https://www.facebook.com/farmersmarketmemphis/,https://twitter.com/Agricenter_Intl,,http://www.agricenter.org/farmers-market/,True,Memphis,Tennessee,7777 walnut grove rd,Shelby,-89.8037477,35.128866,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,7/5/2016 11:28:19 AM,,7777,,,walnut grove,,,,,rd,,
97,1003562,Agritopia Farm Stand,https://www.facebook.com/TheFarmAtAgritopia,https://twitter.com/AgritopiaFarm,,http://www.thefarmatagritopia.com,True,Gilbert,Arizona,3000 higley ray ray east road,Maricopa,-111.726215,33.321658,1,0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,8/13/2015 12:14:20 AM,,3000,higley,ray,ray,east,,,,road,,
98,1011830,Ahwatukee Farmers Market,,,,,False,Phoenix,Arizona,4700 warner east rd,Maricopa,-111.983242,33.331331,1,1,1,1,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3/25/2016 4:32:55 PM,,4700,,,warner,east,,,,rd,,
99,1000212,Aiken County Farmers Market,,,,http://www.VisitAikenSC.com,True,Aiken,South Carolina,897 richland east avenue,Aiken,-81.7084941,33.5568819,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6/17/2013 4:01:53 PM,Local government building grounds,897,,,richland,,east,,,avenue,,
100,1008054,Airport Farmers and Flea Market,https://www.facebook.com/pages/Airport-Farmers-and-Flea-Market/,,,,True,Brooksville,Florida,17375 spring hill dr,Hernando,-82.441117,28.48114,1,0,0,0,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3/19/2015 11:45:37 AM,,17375,,,spring hill,,,,,dr,,
101,1007542,Akebono Farmers Market,,,,,False,Pahoa,Hawaii,,Hawaii County,-154.951,19.4975,0,0,0,0,,,,,,,,,,,2011,,,,,,,,,,,,
102,1011967,Akers of Strawberries,www.facebook.com/AkersofStrawberries,,,http://Www.akersofstrawberries.com,True,Baker,Florida,1054 melton road,Okaloosa,-86.7012813,30.7986832,1,1,1,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,5/18/2016 9:16:39 PM,,1054,,,melton,,,,,road,,
103,1001801,Akron Farmers Market,,,,,False,Akron,Iowa,,Plymouth,-96.5573,42.8309,0,0,0,0,,,,,,,,,,,2009,,,,,,,,,,,,
104,1005061,Akwesasne Farmers Market,,,,,False,Hogansburg,New York,469 37 state route,Franklin,-74.6677,44.9739,0,0,0,0,,,,,,,,,,,2009,,469,,,37,,,,state route,,,
105,1004086,Alabama Gulf Coast Market,,,,,False,Gulf Shores,Alabama,22250 perdido beach boulevard,Baldwin,-87.65585,30.250746,1,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1/25/2015 2:33:13 PM,,22250,,,perdido beach,,,,,boulevard,,
106,1008612,Alachua County Farmers Market,https://www.facebook.com/441acfmarket,,,http://www.441market.com,True,Gainesville,Florida,5920 13th northwest street,Alachua,-82.352515,29.710665,1,1,0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6/27/2013 10:09:35 AM,Local government building grounds,5920,,,13th,northwest,,,,street,,
107,1006312,Alamance County Farmers Market,,,,,False,Burlington,North Carolina,200 main south st,Alamance,-79.4357,36.0943,0,0,0,0,,,,,,,,,,,2009,,200,,,main,south,,,,st,,
108,1009019,Alameda Farmers Market,https://www.facebook.com/AlamedaFarmersMarket,,,http://www.pcfma.com,True,Alameda,California,haight,Alameda,-122.276762,37.774248,1,1,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6/27/2016 12:57:44 PM,,,,,haight,,,,,,,
109,1004846,Alamo Farmers Market,,,,,False,Alamo,Nevada,buckhorn ranch road,Lincoln,-115.1435,37.33075,0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6/11/2013 7:20:50 PM,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",,,,buckhorn ranch,,,,,road,,
110,1011033,Alamogordo Farmers Market Downtown,https://www.facebook.com/AlamogordoFarmersMarket/,,,http://www.localharvest.org/alamogordo-farmers-market-in-historic-downtown-M37997,True,Alamogordo,New Mexico,919 new york avenue,Otero,-105.9593384,32.8994771,1,0,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6/27/2016 1:16:24 PM,,919,,,new york,,,,,avenue,,
111,1004789,Alamogordo Otero County Farmers Market,,,,http://farmersmarketsnm.org/Shoppers/FindMarket/find.php,True,Alamogordo,New Mexico,401 fairgrounds rd,Otero,-105.9606,32.92649,0,0,0,0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5/20/2014 5:04:12 PM,Local government building grounds,401,,,fairgrounds,,,,,rd,,
112,1004070,Alamosa Farmers Market,https://www.facebook.com/pages/Alamosa-Farmers-Market/104375596315429?fref=ts,,,http://www.alamosafarmersmarket.org,True,Alamosa,Colorado,6th street,Alamosa,-105.865236,37.468359,1,0,1,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3/19/2015 4:25:00 PM,,,,,6th,,,,,street,,
113,1004425,Albany  Downtown Farmers Market,,,,http://www.eastbaker.net,True,Albany,Georgia,jackson st broad west n ave,Dougherty,-84.15366,31.57684,1,0,1,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5/24/2012 6:23:23 PM,Local government building grounds,,jackson,st,broad,west,n,,,ave,,
114,1002175,Albany Farmers Market,https://www.facebook.com/Corvallis.Albany.Farmers.Markets,https://twitter.com/RebeccaCAFM,,http://www.locallygrown.org,True,Albany,Oregon,4 ellsworth avenue street,Linn,-123.1061,44.6349,1,1,1,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,6/28/2016 11:29:32 AM,,4,,,ellsworth,,,,avenue,street,,
115,1011108,Albert Lea Farmers Market,Albert Lea Farmers Market,,,http://albertleafarmersmarket.com,True,Albert Lea,Minnesota,104 broadway north,Freeborn,-93.368932,43.650895,1,1,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5/2/2015 9:49:27 AM,,104,,,broadway,north,,,,,,
116,1003118,Alberta Farmers Market,,,,,False,Portland,Oregon,1500 alberta northeast street,Multnomah,-122.65,45.5591,0,0,0,0,,,,,,,,,,,2009,,1500,,,alberta,northeast,,,,street,,
117,1004886,ALBERTA FARMERS MARKET,,,,,False,ALBERTA,Alabama,21724 5 highway,WILCOX,-87.4101,32.2319,0,0,0,0,,,,,,,,,,,2011,,21724,,,5,,,,highway,,,
118,1010559,Albion Farmers Market,,,,http://greateralbionchamber.org,True,Albion,Michigan,211 market place,Cass,-84.751569,42.243544,1,1,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8/28/2014 11:40:08 AM,,211,,,market,,,,,place,,
119,1010407,Albuquerque Downtown Growers Market,https://www.facebook.com/downtowngrowers?focus_composer=true&ref_type=bookmark,,,http://DowntownGrowers.com,True,Albuquerque,New Mexico,800 central ave,Bernalillo,-106.656893,35.085972,1,1,0,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,8/5/2014 11:39:34 AM,Other,800,,,central,,,,,ave,,
120,1004761,Albuquerque Northeast Farmers Market,https://www.facebook.com/abqnemarket?fref=ts,,,http://www.abqnemarket.org,True,Albuquerque,New Mexico,6400 wyoming blvd,Bernalillo,-106.55762,35.1506,1,1,0,1,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6/5/2014 2:54:49 PM,Educational institution,6400,,,wyoming,,,,,blvd,,
121,1007016,Albuquerque VA Growers Market,,,,,False,Albuquerque,New Mexico,1501 san pedro se drive,Bernalillo,-106.578,35.0553,0,0,0,0,,,,,,,,,,,2009,,1501,,,san pedro,,se,,,drive,,
122,1002222,Alcona Farmers Market,,,,http://www.alconalocalfoods.org,True,Harrisville,Michigan,320 state steet us23 south,Alcona,-83.2973,44.6547,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5/19/2011 12:38:58 PM,Federal/State government building grounds,320,,,state steet us23,south,,,,,,
123,1008252,Alderson Farmers Market,https://www.facebook.com/aldersonfood,,,http://www.aldersonmarket.org,True,Alderson,West Virginia,3 main street,Greenbrier,-80.642024,37.725954,1,0,0,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6/20/2013 7:04:21 AM,Private business parking lot,3,,,main,,,,,street,,
124,1003236,Aldrich Arena Farmers Market,,,,http://www.stpaulfarmersmarket.com,True,Maplewood,Minnesota,1850 white bear ave,Ramsey,-93.0877,44.9609,0,0,0,0,,,,,,,,,,,2009,,1850,,,white bear,,,,,ave,,
125,1011910,Aledo Farmers Market,City of Aledo,,,http://www.aledo-texas.com,True,Aledo,Texas,128 elm street,Parker,-97.602554,32.696496,1,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4/28/2016 5:02:14 PM,,128,,,elm,,,,,street,,
126,1010597,Alexander County Farmers Market,,,,,False,Taylorsville,North Carolina,280 16 south nc hwy,Alexander,-81.178122,35.919748,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9/19/2014 8:46:28 AM,,280,,,16,,south,,nc hwy,,,
127,1000519,Alexandria Bay Farmers Market,https://www.facebook.com/pages/Alexandria-Bay-Chamber-of-Commerce/82504121853,,,http://www.visitalexbay.org,True,Alexandria Bay,New York,12 route,Jefferson,-75.9157,44.3314,0,1,0,0,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4/1/2014 9:36:04 AM,Private business parking lot,,,,12,,,,route,,,
128,1007366,Alexandria Farmers Market,,,,http://www.mfma.org/alexandria,True,Alexandria,Minnesota,2nd,Douglas,-95.376059,45.89074,1,1,0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3/14/2014 11:12:47 AM,Other,,,,2nd,,,,,,,
129,1011196,Alfred Farmers Market,https://www.facebook.com/Alfredfarmersmarket,,,https://www.alfredfarmersmarket.com,True,Alfred,New York,bandstand main street,Allegany,-77.789505,42.253557,1,1,1,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4/29/2016 9:07:56 AM,,,,,bandstand main,,,,,street,,
130,1007217,Algoma Farm Market,,,,,False,Algoma,Wisconsin,second st clark street,Kewaunee,-87.4363,44.6077,0,0,0,0,,,,,,,,,,,2011,,,,,second st clark,,,,,street,,
131,1001300,Algonquin Farmers Market,,,,,False,Algonquin,Illinois,,,-88.293,42.165,0,0,0,0,,,,,,,,,,,2009,,,,,,,,,,,,
132,1007528,Alii Garden Market Place,,,,,False,Kailua-Kona,Hawaii,75 alii drive,,-155.982,19.6144,0,0,0,0,,,,,,,,,,,2009,,75,,,alii,,,,,drive,,
133,1008835,Alisal Certified Farmers Market,https://www.facebook.com/EveryonesHarvest,,,http://www.everyonesharvest.org,True,Salinas,California,632 alisal east street,Monterey,-121.634178,36.673319,1,1,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6/27/2016 3:24:13 PM,,632,,,alisal,east,,,,street,,
134,1005548,All Locally Grown Produce,https://www.facebook.com/teenaspridecsa,https://twitter.com/teenaspridecsa,,http://www.teenaspridecsa.com,True,Homestead,Florida,19051 147 southwest ave,Miami-Dade,-80.430378,25.50788,1,0,0,0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6/28/2016 8:58:06 AM,,19051,,,147,southwest,,,,ave,,
135,1011735,All Natural  Certified Organic Farmer Market HOPE FARM,Facebook.com/HOPESFS,,,http://www.hopeforsfs.org,True,Harlingen,Texas,19833 morris rd,Cameron,-97.704718,26.155226,1,1,0,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,7/16/2016 8:24:50 PM,,19833,,,morris,,,,,rd,,
136,1010096,All Saints Farmers Market,https://www.facebook.com/allsaintsfarmersmarket,,,,True,Memphis,Tennessee,1508 white south station,Shelby,-89.890478,35.090458,1,0,0,0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5/4/2014 12:52:58 PM,"Faith-based institution (e.g., church, mosque, synagogue, temple)",1508,,,white,south,,,,station,,
137,1000268,AllLocal Farmers Market,,,,http://www.stateplate.org,True,Columbia,South Carolina,711 whaley st,Richland,-81.0358,33.9847,0,0,0,0,,,,,,,,,,,Apr 16 2010 5:06 AM,,711,,,whaley,,,,,st,,
138,1000168,AllLocal Farmers Market 2,,,,http://www.localharvest.org,True,Columbia,South Carolina,,Richland,-81.0044,33.9874,0,0,0,0,,,,,,,,,,,Apr 16 2010 5:07 AM,,,,,,,,,,,,
139,1001962,Allamakee Farmers Market,,,,,False,Waukon,Iowa,705 allamakee street,Allamakee,-91.475223,43.276279,1,1,0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7/5/2016 11:17:25 AM,,705,,,allamakee,,,,,street,,
140,1002717,Allegan Farmers Market,https://www.facebook.com/Allegan-Farmers-Market-146878898707147/,,,,True,Allegan,Michigan,,Allegan,-85.849658,42.529649,1,1,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3/14/2016 2:51:31 PM,,,,,,,,,,,,
141,1008262,Alleghany Farmers Market,https://www.facebook.com/pages/Alleghany-Farmers-Market/102331033194610,,,http://www.alleghanyfarmersmarket.com,True,Sparta,North Carolina,18 n hwy,Alleghany,-81.122593,36.503003,1,0,0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6/20/2013 11:14:07 AM,Local government building grounds,,,,18,,n,,hwy,,,
142,1002836,Allen County Farmers Market,,,,,False,Iola,Kansas,4 washington south st,Allen,-95.4055011,37.922165,1,0,0,1,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5/24/2012 1:52:00 PM,Closed-off public street,4,,,washington,south,,,,st,,
143,1011777,Allen Farmers Market,https://www.facebook.com/AllenStreetFarmersMarket/,,,http://www.allenmarketplace.org/farmers-market/,True,Lansing,Michigan,1629 kalamazoo east,Ingham,-84.5263803,42.7302387,1,1,0,1,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2/8/2016 10:46:27 AM,,1629,,,kalamazoo,east,,,,,,
144,1007413,Allendale County Farmers Market,,,,,False,Allendale,South Carolina,,Allendale,-81.3191,33.0044,0,0,0,0,,,,,,,,,,,2009,,,,,,,,,,,,
145,1007716,Allentown Farigrounds Farmers Market,,,,http://www.fairgroundsfarmersmkt.com,True,Allentown,Pennsylvania,1825 chew street,Lehigh,-75.4942,40.6008,0,0,0,0,,,,,,,,,,,2009,,1825,,,chew,,,,,street,,
146,1007083,Allentown Turnpike Plaza Farmers Market,,,,,False,Allentown,Pennsylvania,,Lehigh,-79.7254,40.6218,0,0,0,0,,,,,,,,,,,2009,,,,,,,,,,,,
147,1002964,Alliance Farmers Market,,,,,False,Alliance,Nebraska,3 box butte ave,Box Butte,-102.871,42.0971,0,0,0,0,,,,,,,,,,,2009,,3,,,box butte,,,,,ave,,
148,1005675,Alliance Farmers Market,https://www.facebook.com/alliancefarmersmarket,,,http://www.alliancefarmersmarket.com,True,Alliance,Ohio,e main st,Stark,-81.1024,40.9216,0,1,0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6/13/2013 11:25:29 AM,Other,,,,e main,,,,,st,,
149,1006739,Alliance for the Arts GreenMarket,https://www.facebook.com/pages/Alliance-for-the-Arts-GreenMarket/224616377554765,,,http://www.artinlee.org,True,Ft. Myers,Florida,10091 mcgregor boulevard,Lee,-81.89128,26.59521,1,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4/2/2014 2:50:58 PM,Educational institution,10091,,,mcgregor,,,,,boulevard,,
150,1002683,Allston Farmers Market,,,,http://www.dining.harvard.edu/flp/ag_market.html,True,Allston,Massachusetts,175 harvard north street,Middlesex,-71.1299,42.3629,0,1,0,1,1.0,,,,,,,,,,4/8/2014 9:09:39 AM,Educational institution,175,,,harvard,north,,,,street,,
151,1005134,Allston Village Farmers Market,https://www.facebook.com/AllstonVillageFarmersMarket,https://twitter.com/AVFarmersMarket,,http://www.allstonbrightoncdc.org/,True,Boston,Massachusetts,500 cambridge st,Suffolk,-71.1378418,42.353384,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6/13/2013 7:48:19 AM,Educational institution,500,,,cambridge,,,,,st,,
152,1006816,Alma Farmers Market,,,,,False,Alma,Nebraska,downtown main street,Harlan,-99.3625,40.1008,0,0,0,0,,,,,,,,,,,2009,,,downtown,,main,,,,,street,,
153,1002250,Alma Farmers Market,,,,,False,Alma,Michigan,pine downie streets,Gratiot,-84.656984,43.3802699,0,0,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3/31/2014 4:13:51 PM,Local government building grounds,,,,pine downie,,,,,streets,,
154,1007836,Almont Farmers Market,,,,http://www.almontfarmersmarket.com,True,Almont,Michigan,,Lapeer County,-83.0475,42.9216,0,0,0,0,,,,,,,,,,,2011,,,,,,,,,,,,
155,1012389,Aloha Community Farmers Market,https://www.facebook.com/Aloha-Community-Farmers-Market-913645008655691/,@AlohaFarmMarket,,http://www.alohacommunityfarmersmarket.org,True,Aloha,Oregon,17675 farmington southwest rd,Washington,-122.860524,45.482127,1,1,0,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,7/10/2016 8:41:55 PM,,17675,,,farmington,southwest,,,,rd,,
156,1010476,Alpena Farmers Market,Friends of the Alpena Farmers Market,,,http://alpenafarmersmarket.org,True,Alpena,Michigan,208 1st north ave,Alpena,-83.430998,45.061878,1,0,0,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,8/10/2014 9:04:19 AM,Local government building grounds,208,,,1st,north,,,,ave,,
157,1005447,Alpha Nursery Farmers Market,,,,http://www.alpha-nursery.com,True,Cascade,Idaho,12 alpha lane,Valley,-115.998,44.4251,1,0,0,0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3/27/2014 10:51:26 AM,Private business parking lot,12,,,alpha,,,,,lane,,
158,1009792,Alsip Farmers Market,,,,http://www.alsipparks.org,True,Alsip,Illinois,12521 kostner south avenue,Cook,-87.727804,41.664913,1,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4/4/2014 7:03:05 PM,Local government building grounds,12521,,,kostner,south,,,,avenue,,
159,1009998,Altadena Farmers Market,https://www.facebook.com/AltadenaFarmersMarket,https://twitter.com/AltadenaFM,,http://www.altadenafarmersmarket.com,True,Altadena,California,600 palm west street,Los Angeles,-118.1581301,34.2003788,1,1,0,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4/22/2014 1:29:47 PM,Local government building grounds,600,,,palm,west,,,,street,,
160,1004383,Altamont Farmers Market,,,,,False,Altamont,New York,main street maple avenue,Albany,-74.0325,42.7013,0,1,0,1,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4/1/2014 9:30:10 AM,Private business parking lot,,,,main street maple,,,,,avenue,,
161,1000357,Altavista Farmers Market,,,,http://www.ci.altavista.va.us,True,Altavista,Virginia,,Campbell,-79.2838,37.1185,0,0,0,0,,,,,,,,,,,2009,,,,,,,,,,,,
162,1006749,Alton Farmers and Artisans Market,https://www.facebook.com/AltonFarmersMarket,,,http://www.DowntownAlton.com,True,Alton,Illinois,551 landmarks blvd,Madison,-90.1780932,38.8887926,1,0,1,1,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5/23/2014 1:56:59 PM,Local government building grounds,551,,,landmarks,,,,,blvd,,
163,1004154,Altoona Farmers Market,,,,,False,Altoona,Pennsylvania,,Blair,-78.2462,40.6787,0,0,0,0,,,,,,,,,,,2009,,,,,,,,,,,,
164,1001100,Altus Farmers Market,,,,,False,Altus,Oklahoma,1116 main north st,Jackson,-99.3336,34.6491,0,0,1,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4/20/2011 12:47:09 PM,Private business parking lot,1116,,,main,north,,,,st,,
165,1011421,Alum Rock Village Farmers Market,www.facebook.com/AlumRockVillageFarmersMarket,www.twitter.com/PacCoastFarmers,,http://www.pcfma.org,True,San Jose,California,57 white north road,Santa Clara,-121.833288,37.36777,1,1,0,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,7/20/2015 12:39:04 PM,,57,,,white,north,,,,road,,
166,1001733,Alva Farmers Market,,,,,False,Alva,Oklahoma,102 2d north,Woods,-98.6602,36.8083,0,0,0,0,,,,,,,,,,,2009,,102,,,2d,north,,,,,,
167,1005644,Amador Farmers Market Jackson,,,,http://www.amadorfarmersmarket.com,True,Jackson,California,,Amador,-120.7741018,38.3488023,1,1,0,1,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3/27/2015 6:09:06 PM,,,,,,,,,,,,
168,1005645,Amador Farmers Market Pine Grove,,,,http://www.amadorfarmersmarket.com,True,Pine Grove,California,88 hwy,Amador,-120.7741018,38.3488023,1,1,0,1,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3/27/2015 5:51:19 PM,,,,,88,,,,hwy,,,
169,1005646,Amador Farmers Market Sutter Creek,,,,http://www.amadorfarmersmarket.com,True,Sutter Creek,California,,Amador,-120.7741018,38.3488023,1,1,0,1,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3/27/2015 5:50:12 PM,,,,,,,,,,,,
170,1001826,Ambridge Farmers Market,,,,,False,Ambridge,Pennsylvania,,Beaver,-80.225,40.5819,0,0,0,0,,,,,,,,,,,2009,,,,,,,,,,,,
171,1008321,Amelia Barter Town Farmers Market,https://www.facebook.com/AmeliaBarterTown,,,http://www.Ameliamarket.org,True,Amelia Court House,Virginia,,Amelia,-77.9805478,37.3426037,0,0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4/30/2014 9:06:02 AM,Local government building grounds,,,,,,,,,,,
172,1008399,Amelia Farmers Market,https://www.facebook.com/AmeliaFarmersMarket,,,http://www.ameliafarmersmarket.com,True,Amelia Island,Florida,6800 first coast hwy,Nassau,-81.454531,30.579786,1,0,0,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6/25/2013 7:04:07 AM,Other,6800,,,first coast,,,,,hwy,,
173,1006373,Amenia Farmers Market,,,,,False,,New York,4988 22 route,Dutchess,-73.5549,41.8513,0,0,0,0,,,,,,,,,,,2011,,4988,,,22,,,,route,,,
174,1001367,American National Bank Downtown Farmers Market Festival,,,,,False,Grand Junction,Colorado,5th,,-108.564,39.0682,0,0,0,0,,,,,,,,,,,2011,,,,,5th,,,,,,,
175,1005946,Amerisafe Downtown Pavilion  Farmers Market,,,,http://www.cityofderidder.org,True,DeRidder,Louisiana,120 washington north av,,-93.2862,30.8469,0,0,0,0,,,,,,,,,,,2009,,120,,,washington,north,,,,av,,
176,1005188,Amery Farmers Market,,,,,False,Amery,Wisconsin,,Polk,-92.3624,45.3072,0,1,1,1,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4/13/2011 3:44:41 PM,Private business parking lot,,,,,,,,,,,
